Facility Information,,,,,,,,,,,,,,, Capacity ,,Population,,,,ADP: Fiscal Year,,,,,,,,,,ADP - Monthly,,,,,,,,,,,,,Facility Average Length of Stay,,,,Facility Bookins,,,,Initial Bookins,,,,ADP: Initial Bookins,,,,ADP: Criminality,,,,,,,,FY18 ADP: Detainee Classification Level,,,,FY18 ADP: Criminality and Gender,,,,FY18 ADP: ICE Threat Level,,,,FY18 ADP: Mandatory Detention,,Medical,,Contract,,,,,,,Standards Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility Statistics - FY 2018,,,,Facility Statistics - FY 2017,,,
DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Male/Female,"Levels A,B,C,D",Capacity,Current FY Utilization,Population Count,Date of Last Use,Date of First Use,FY18 Max Population Count,FY18 ADP,FY17 ADP,FY16 ADP,FY15 ADP,FY14 ADP,FY13 ADP,FY12 ADP,FY11 ADP,FY10 ADP,FY09 ADP,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,FY18 ALOS,FY17 ALOS,FY16 ALOS,FY15 ALOS,FY18 Facility Bookins,FY17 Facility Bookins,FY16 Facility Bookins,FY15 Facility Bookins,FY18 Initial Bookins,FY17 Initial Bookins,FY16 Initial Bookins,FY15 Initial Bookins,FY18 Initial Bookin ADP,FY17 Initial Bookin ADP,FY16 Initial Bookin ADP,FY15 Initial Bookin ADP,FY18 Non-Criminal,FY18 Criminal,FY17 Non-Criminal,FY17 Criminal,FY16 Non-Criminal,FY16 Criminal,FY15 Non-Criminal,FY15 Criminal,Level A,Level B,Level C,Level D,Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,ICE Threat Level 1,ICE Threat Level 2,ICE Threat Level 3,No ICE Threat Level,Mandatory,Non-Mandatory,Medical Provider Onsite?,Provider Type,Facility Operator,Facility Owner,Best Known Contract Initiation Date,Best Known Contract Expiration Date,Guaranteed Minimum,Per Diem Rate Detailed,ICE Telephone Services,Authorization Status,Authorizing Authority,Over/Under 72,Contractually Obligated Inspection Standard,PREA/Standard 2.11 Status,Current Inspection Frequency,Last Inspection Type,Last Inspection Standard,Last Inspection Pre-Occ?,Last Inspection Rating - Final,Last Inspection Rating - Recommended,Last Inspection Date,Second to Last Inspection Type,Second to Last Inspection Standard,Second to Last Inspection Pre-Occ?,Second to Last Rating,Second to Last Inspection Date,Next Inspection Date,Next Inspection Standard,Next Inspection Type,Next Insp Pre-Occ?,CY17 Rating,CY16 Rating,CY15 RATING,CY14 RATING,CY13 RATING,CY12 RATING,CY11 RATING,CY10 RATING,EMDD Notes,EMDD USE,ACA,NCCHC,JCHCO,DSM Assigned?,DSM Assignment Type,FY18 Calendar Days in Use,FY18 Possible Days,FY18 % of Days in Use,FY18 Total Mandays,FY17 Calendar Days in Use,FY17 % of Days in Use,FY17 Total Mandays,FY17 Max Pop Count
QUEHONY,QUEENS HOUSE OF DETENTION,126-01 82ND STREET,KEW GARDENS,QUEENS,NY,11415,2,NYC,CIP,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
RACINWI,RACINE COUNTY JAIL,717 WISCONSIN AVENUE,RACINE,RACINE,WI,53403,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,10/20/03,7/9/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Superior,Acceptable,3/26/09,Regular,NDS,No,Superior,3/27/08,,N/A,N/A,No,,,,,,,,,2008 DEFICIENT,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
RDUHOLD,RALEIGH HOLD ROOM,UNAVAILABLE,CARY,WAKE,NC,27512,4,ATL,RDU,Other,HOLD,Yes,Male,"A, B, C, D",AS NEEDED,,1,10/19/17,12/15/11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,227,"1,233",567,562,133,706,544,554,130,127,99,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,4,400,1%,46,45,12%,52,3
HOTELMA,RAMADA HOTEL,225 MCCLELLAN HIGHWAY,EAST BOSTON,SUFFOLK,MA,02128,1,BOS,BOS,Other,Other,Yes,Female/Male,A,AS NEEDED,,0,3/10/17,5/4/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOTEL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,2,1%,2,1
RAADCMN,RAMSEY COUNTY ADULT DETENTION CENTER,425 GROVE STREET,ST. PAUL,RAMSEY,MN,55101,8,SPM,SPM,USMS IGA,USMS IGA,Yes,Female/Male,"B, C, D",15,17%,2,11/4/17,4/5/97,6,2,4,11,10,22,28,48,66,59,65,8,4,3,3,3,2,2,1,1,5,3,2,3,20,17,23,29,20,115,157,134,17,95,67,32,14,14,8,3,1,2,1,3,2,9,1,9,0,0,2,0,1,1,1,0,1,1,0,1,2,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,2/10/86,,,$80.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,Annual,Regular,NDS,No,Acceptable,Acceptable,9/14/17,ORSA,NDS,No,Acceptable,9/30/16,,NDS,Regular,No,Acceptable,Acceptable,,Acceptable,,Acceptable,Acceptable,Acceptable,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,35,400,9%,994,353,97%,"1,405",14
RAJAIMN,RAMSEY COUNTY JAIL,14 W. KELLOGG BLVD,ST. PAUL,RAMSEY,MN,55102,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,12/16/03,3/6/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
RNDLLTX,RANDALL COUNTY JAIL,9100 SOUTH GEORGIA STREET,AMARILLO,RANDALL,TX,79118,5,DAL,AMT,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",40,7%,1,11/4/17,5/1/07,11,3,2,1,2,1,2,3,3,9,46,1,2,1,4,2,2,4,2,2,4,1,3,1,2,2,2,2,36,415,236,313,11,126,215,240,15,14,26,15,1,2,1,1,0,1,1,1,2,1,0,0,2,1,0,0,1,0,1,1,1,2,NO,COUNTY,COUNTY (SHERIFF),COUNTY,7/1/07,,,$65.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,10/11/17,ORSA,NDS,No,Acceptable,7/1/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Superior,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,28,400,7%,"1,189",249,68%,767,22
RPCHOLD,RAPID CITY HOLD ROOM,1675 SAMCO ROAD,RAPID CITY,PENNINGTON,SD,57702,8,SPM,SPM,Other,HOLD,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/10/11,11/7/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,6,9,16,0,6,9,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
RAPPSVA,RAPPAHANNOCK REGIONAL JAIL,1745 JEFFERSON DAVIS HIGHWAY,STAFFORD,FREDERICKSBURG CITY,VA,22554,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",279,0%,0,4/29/15,8/27/87,0,0,0,0,42,164,156,173,200,207,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,59,0,0,0,303,0,0,0,41,1,0,1,10,0,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,CREATIVE HEALTH,COUNTY (JAILER),COUNTY,8/21/89,,,$60.00,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,Not Specified,,N/A,Regular,NDS,No,Overcome by Events,Acceptable,7/24/14,Regular,NDS,No,Acceptable,8/15/13,,N/A,N/A,No,,,,Overcome by Events,Acceptable,Acceptable,Acceptable,Superior,2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0
RAVALMT,RAVALLI COUNTY JAIL,"RAVALLI COUNTY CH, 205 BEDFORD",HAMILTON,RAVALLI,MT,59840,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/12/06,4/3/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
BOPRBK,RAY BROOK FEDERAL CORRECTIONAL INSTITUTE,P.O.BOX 300,RAY BROOK,ESSEX,NY,12977,2,BUF,BUF,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,7/24/07,9/29/82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
RRFINWA,RED ROOF INN,16838 INTERNATIONAL BLVD,SEATAC,KING,WA,98188,9,SEA,SEA,Other,Other,Yes,Female/Male,"A, B, C",AS NEEDED,,0,11/3/17,2/15/09,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,2,2,0,23,10,5,0,21,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOTEL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,3,400,1%,57,13,4%,26,4
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,10,DEN,,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,BUF,BUF,ORR,ORR,No,Male,"A, B, C",AS NEEDED,,7,11/4/17,5/31/12,8,7,6,4,6,7,6,0,0,0,0,5,5,4,4,5,6,5,6,7,8,8,7,7,,302,257,208,8,8,5,9,2,2,0,2,2,1,1,1,7,0,6,0,4,0,6,0,7,0,0,0,0,6,0,1,0,0,0,7,0,7,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"2,834",372,102%,"2,053",8
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,NYC,VRK,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,Female/Male,A,AS NEEDED,,36,11/4/17,4/15/13,36,33,95,183,92,214,59,0,0,0,0,197,182,163,137,80,51,36,25,26,24,31,33,36,154,44,40,43,35,752,"1,639",842,17,360,311,681,14,44,45,89,33,0,95,0,183,0,92,0,33,0,0,0,0,14,0,19,0,0,0,33,0,33,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"13,280",372,102%,"34,796",228
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,Female/Male,A,AS NEEDED,,32,11/4/17,6/20/13,40,36,31,47,43,61,11,0,0,0,0,50,49,38,34,26,17,13,14,23,30,35,36,33,6,38,34,26,40,318,486,552,2,29,344,539,2,3,35,42,36,0,31,0,47,0,43,0,36,0,0,0,0,13,0,23,0,0,0,36,0,35,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"14,240",372,102%,"11,381",55
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,Female/Male,A,AS NEEDED,,27,11/4/17,6/25/13,31,28,18,34,52,64,17,0,0,0,0,29,20,20,23,13,8,10,10,13,18,25,28,28,230,36,32,33,32,198,407,540,1,15,243,528,2,2,25,52,28,0,18,0,34,0,52,0,28,0,0,0,0,15,0,13,0,0,0,28,0,28,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"11,303",372,102%,"6,748",38
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,3,PHI,PHI,ORR,ORR,No,Female/Male,A,AS NEEDED,,61,11/4/17,5/7/13,61,53,50,66,20,53,5,0,0,0,0,81,77,55,49,31,35,31,23,34,42,55,52,60,179,56,33,34,57,296,698,234,10,108,61,42,13,15,8,4,53,0,50,0,66,0,20,0,53,0,0,0,0,33,0,20,0,0,0,53,0,53,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"21,223",372,102%,"18,158",87
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,6,DET,,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,6,DET,,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,SEA,POO,ORR,ORR,No,Female/Male,"A, B",AS NEEDED,,0,12/21/15,1/28/10,0,0,0,6,13,8,23,24,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35,52,0,0,65,98,0,0,1,3,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,Female/Male,A,AS NEEDED,,16,11/4/17,5/8/13,21,18,19,24,13,15,6,0,0,0,0,23,26,22,25,21,16,15,13,14,17,15,18,16,297,67,52,45,16,95,133,105,2,13,21,29,2,3,4,4,18,0,19,0,24,0,13,0,17,1,0,0,0,3,0,14,0,0,0,18,0,17,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"7,017",372,102%,"6,989",29
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,4,WAS,WAS,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,31,11/4/17,6/18/09,31,28,25,24,25,19,20,20,21,14,3,27,26,26,26,22,21,23,26,28,26,25,28,31,96,100,134,115,59,102,54,87,2,3,2,2,1,2,2,2,24,5,22,3,23,1,23,1,8,8,7,5,4,24,1,0,2,2,1,24,3,26,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,Over 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"11,383",372,102%,"9,081",29
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,SFR,,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,Female/Male,A,AS NEEDED,,47,11/4/17,5/9/13,51,44,55,74,63,66,16,0,0,0,0,85,84,61,61,48,38,41,34,38,41,47,44,47,70,49,39,34,47,402,687,531,2,6,4,418,2,1,4,56,44,0,55,0,74,0,63,0,42,2,0,0,0,30,0,15,0,0,0,44,1,44,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"17,749",372,102%,"20,102",92
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,DAL,DAL,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,DLR,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,SFR,SFR,ORR,ORR,No,Male,"A, B, C, D",AS NEEDED,,23,11/4/17,6/24/08,24,21,19,17,8,2,6,13,20,22,10,21,22,24,24,19,14,11,16,22,22,20,20,23,56,84,69,55,46,94,67,55,2,4,6,8,2,2,3,4,15,5,15,4,11,6,2,6,10,1,4,6,5,15,0,0,3,1,0,16,3,18,,,COUNTY,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"8,263",372,102%,"7,106",26
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,11,MIA,MIA,ORR,ORR,No,Male,A,AS NEEDED,,0,11/6/16,3/22/04,0,0,0,1,10,10,16,14,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,942,,174,0,0,0,15,0,0,0,3,1,1,2,3,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,37,10%,37,1
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,5/28/08,8/29/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ORR,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,LOS,LOS,ORR,ORR,No,Female/Male,"A, B, C, D",AS NEEDED,,0,9/18/08,6/14/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ORR,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,Female/Male,"A, B",AS NEEDED,,102,11/4/17,6/15/07,120,106,123,126,155,257,187,176,85,51,26,192,196,142,133,97,83,83,95,82,89,113,107,103,101,46,45,40,133,857,"1,039","1,089",2,11,163,743,5,5,38,89,100,7,119,4,124,2,154,2,92,11,4,0,6,77,1,23,2,1,4,100,4,102,,,ORR,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"42,560",372,102%,"44,955",208
Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,SFR,SFR,ORR,ORR,No,Male,"A, B, C",AS NEEDED,,9,11/4/17,10/21/09,15,10,14,8,15,13,12,14,13,13,0,17,16,16,13,14,16,12,14,14,12,13,11,9,84,77,67,58,25,69,44,85,1,2,3,12,1,0,2,5,9,2,10,4,7,1,13,2,6,4,0,1,2,9,0,0,2,0,0,9,3,7,,,ORR,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,35,400,9%,"4,149",372,102%,"5,211",18
