DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,Male.Crim,Male.Non.Crim,Female.Crim,Female.Non.Crim,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use,FY18.Possible.Days,FY18...of.Days.in.Use,FY18.Total.Mandays,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,capacity
HPBRGTX,5556 GASSMER DR. HOUSTON TX,607,-95.47756497,29.65204099,HOPEBRIDGE HOSPITAL,HOUSTON,HARRIS,TX,77035,5,HOU,,Other,HOSPITAL,No,Female/Male,0,,0,5/14/17,5/8/15,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,0,400,0%,0,88,24%,88,1,1
HRREGVA,2690 ELMHURST LANE PORTSMOUTH VA,569,-76.36386004,36.80841898,HAMPTON ROADS REGIONAL JAIL,PORTSMOUTH,PORTSMOUTH CITY,VA,23701,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,3/10/14,6/16/00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NAPHCARE,COUNTY (JAILER),COUNTY,10/22/02,NA,#VALUE!,NA,$75.69 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,,Standard 2.11,No,Acceptable,Acceptable,2/21/13,,,No,YES,YES,NO,No,,0,400,0%,0,0,0%,0,0,1
HSF,1102 SOUTH COMMERCE STREET HARLINGEN TX,576,-97.68526296,26.181013,HARLINGEN STAGING FACILITY,HARLINGEN,CAMERON,TX,78550,5,SNA,PIC,Other,STAGING,Yes,Female/Male,0,,0,4/29/13,1/28/03,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
HUDSONJ,30-35 HACKENSACK AVE. KEARNY NJ,615,-74.10322203,40.72990701,HUDSON COUNTY CORRECTIONAL CENTER,KEARNY,HUDSON,NJ,7032,3,NYC,VRK,IGSA,IGSA,Yes,Female/Male,476,134%,610,11/4/17,8/14/95,1995,669,184,453,211,428,98,393,34,420,419,168,34,16,364,273,YES,COUNTY/CFC HEALTHY SYSTEMS,COUNTY (CORRECTIONS),COUNTY,4/15/96,NA,#VALUE!,NA,$110.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,PBNDS 2008,Standard 2.11,No,Meets Standard,Meets Standard,1/12/17,Meets Standard,,No,NO,YES,NO,Yes,PERMANENT,35,400,9%,"254,503",372,102%,"233,040",935,476
HUDSPTX,525 NORTH WILSON AVENUE SIERRA BLANCA TX,616,-105.3575222,31.18281457,HUDSPETH COUNTY JAIL,SIERRA BLANCA,HUDSPETH,TX,79851,5,ELP,ELP,IGSA,IGSA,Yes,Female/Male,0,,0,9/18/08,4/16/86,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,LASALLE CORRECTIONS,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,10/26/06,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
HUERFCO,500 SOUTH ALBERT WALSENBERG CO,617,-104.7828903,37.62412277,HUERFANO COUNTY JAIL,WALSENBERG,HUERFANO,CO,81089,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,6/21/06,4/29/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CCA,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
HUGHESD,BOX 186 PIERRE SD,618,-100.35,44.36905,HUGHES COUNTY,PIERRE,HUGHES,SD,57501,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,11/9/05,9/6/94,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
HUMBOIA,430 SUMNER AVENUE HUMBOLDT IA,619,-94.21410999,42.72076999,HUMBOLDT COUNTY JAIL,HUMBOLDT,HUMBOLDT,IA,50548,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,10/28/02,8/15/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
HVHOSFL,1861 N.W. SOUTH RIVER DRIVE MIAMI FL,1445,-80.22589996,25.78521001,WINDMOOR HOSPITAL (HARBORVIEW),MIAMI,MIAMI-DADE,FL,33125,11,MIA,KRO,Other,HOSPITAL,No,Female/Male,0,,0,10/3/00,7/6/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
IAHSFTX,2800 N. TERMINAL ROAD HOUSTON TX,524,-95.35055298,29.98707002,GEORGE BUSH INTERCONTINENTAL,HOUSTON,COUNTY,TX,77032,5,SNA,HLG,Other,STAGING,Yes,Female/Male,0,,0,9/4/16,8/2/14,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
IBERILA,"300 IBERIA STREET, SUITE 120 NEW IBERIA LA",622,-91.82044742,30.00443199,IBERIA PARISH JAIL,NEW IBERIA,IBERIA,LA,70560,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,8/12/04,11/5/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
IEPHOLD,11541 MONTANA AVE EL PASO TX,623,-106.2983215,31.80271017,ICE EL PASO HOLD ROOM,EL PASO,EL PASO,TX,79936,5,ELP,,Other,HOLD,Yes,Female/Male,0,,0,10/22/17,7/5/16,2016,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,22,400,6%,274,141,39%,136,2,1
IFIHOLD,2075 NORTH BOULEVARD IDAHO FALLS ID,624,-112.03483,43.51440001,IDAHO FALLS HOLD ROOM,IDAHO FALLS,BONNEVILLE,ID,83401,9,SLC,,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
IMPCOCA,328 APPLESTILL ROAD EL CENTRO CA,626,-115.56339,32.74814998,IMPERIAL COUNTY JAIL,EL CENTRO,IMPERIAL,CA,92243,9,SND,IMP,IGSA,IGSA,Yes,Female,0,,0,3/3/16,3/11/86,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$59.36 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
INPHOLD,UNAVAILABLE INDIANAPOLIS IN,628,-86.15012,39.76691,INDIANAPOLIS HOLD ROOM,INDIANAPOLIS,MARION,IN,46206,7,CHI,CHI,Other,HOLD,Yes,Male,0,,0,10/29/17,4/12/10,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,2,400,1%,23,19,5%,21,3,1
IONIAMI,133 EAST ADAMS IONIA MI,632,-85.06177999,42.98185001,IONIA COUNTY,IONIA,IONIA,MI,48846,6,DET,DET,IGSA,IGSA,Yes,Female/Male,0,,0,6/25/07,9/27/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
IRADFCA,1572 GATEWAY CALEXICO CA,627,-115.4024619,32.69153992,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,IMPERIAL,CA,92231,9,SND,SND,IGSA,DIGSA,Yes,Female/Male,704,97%,671,11/4/17,9/22/14,2014,712,602,82,574,88,532,149,493,173,81,550,1,52,662,22,YES,M&TC,M&TC,CITY,9/22/14,9/21/19,2019,640,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,1/26/17,Meets Standard,,No,YES,NO,NO,Yes,PERMANENT,35,400,9%,"273,771",372,102%,"241,613",720,704
IRWINGA,132 COTTON DRIVE OCILLA GA,633,-83.25565999,31.57993999,IRWIN COUNTY DETENTION CENTER,OCILLA,IRWIN,GA,31772,11,ATL,ATL,USMS IGA,USMS IGA,Yes,Female/Male,512,141%,674,11/4/17,9/26/10,2010,813,301,420,288,426,122,424,94,251,358,177,62,124,439,282,YES,CORRECTIONAL HEALTH CARE,LASALLE CORRECTIONS,COUNTY,9/6/07,NA,#VALUE!,NA,b)(4),Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,ACA and FPBDS,,No,Meets Standard,Meets Standard,6/22/17,Meets Standard,,No,NO,NO,NO,Yes,ROVING,35,400,9%,"288,491",372,102%,"260,684",903,512
ISABEMI,207 N COURT ST MOUNT PLEASANT MI,634,-84.77493723,43.60545786,ISABELLA COUNTY JAIL,MOUNT PLEASANT,ISABELLA,MI,48858,6,DET,DET,IGSA,IGSA,Yes,Female/Male,0,,0,8/26/04,3/30/04,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ISHOSNY,305 1ST AVENUE # DAZIAN 7 NEW YORK NY,109,-73.98111899,40.73364999,BETH ISRAEL HOSPITAL,NEW YORK,NEW YORK,NY,10003,2,NYC,VRK,Other,HOSPITAL,No,Female/Male,0,,0,8/7/17,3/17/11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,7,2%,7,1,1
IWAHOLD,UNAVAILABLE MESA AZ,63,-111.83146,33.41704,AZ REM OP COORD CENTER (AROCC),MESA,MARICOPA,AZ,85204,9,PHO,FLO,Other,HOLD,Yes,Female/Male,0,,0,10/31/17,1/24/10,2010,66,3,3,3,2,2,2,0,0,3,2,0,1,5,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,11,400,3%,"2,194",132,36%,"1,839",84,1
JACKSOR,787 WEST 8TH STREET MEDFORD OR,636,-122.87863,42.32200098,JACKSON COUNTY JAIL,MEDFORD,JACKSON,OR,97501,9,SEA,MED,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,4/13/14,8/31/94,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,CONMED,CITY,CITY,12/17/98,NA,#VALUE!,NA,$100.00 ,,NOT INSPECTED,DMCP,Under 72,FPBDS,,No,Acceptable,Not Rated,9/28/13,,2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JACKSTX,115 WEST MAIN STREET EDNA TX,637,-96.64682998,28.97776001,JACKSON COUNTY JAIL,EDNA,JACKSON,TX,77957,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,0,,0,11/14/98,9/22/89,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JAJUVMO,530 S PEARL AVE JOPLIN MO,643,-94.51714999,37.0858,JASPER COUNTY,JOPLIN,JASPER,MO,64801,8,CHI,KAN,IGSA,JUVENILE,Yes,Female/Male,0,,0,4/23/03,2/20/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JAJUVOR,609 WEST 10TH STREET MEDFORD OR,638,-122.877761,42.32099499,JACKSON COUNTY JUVENILE,MEDFORD,JACKSON,OR,97501,9,SEA,MED,IGSA,JUVENILE,Yes,Female/Male,0,,0,11/1/11,5/8/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JAKHOLD,202 METROPLEX BLVD PEARL MS,640,-90.05979302,32.29031999,JACKSON MS HOLD ROOM,PEARL,RANKIN,MS,39208,5,NOL,,Other,HOLD,Yes,Male,0,,0,10/17/17,8/30/17,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,1,400,0%,23,1,0%,6,6,1
JAMESGA,3423 HIGHWAY 252 EAST FOLKSTON GA,482,-81.97942226,30.8770775,FOLKSTON ICE PROCESSING CENTER (D. RAY JAMES),FOLKSTON,CHARLTON,GA,31537,11,ATL,JAC,IGSA,DIGSA,Yes,Male,780,75%,555,11/4/17,1/30/17,2017,629,236,352,202,53,0,0,0,0,352,236,0,0,477,112,YES,GEO,GEO,COUNTY,12/16/16,NA,#VALUE!,780,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,3/23/17,Meets Standard,,No,NO,NO,NO,No,,35,400,9%,"235,314",245,67%,"92,991",682,780
JAXHOLD,4121 SOUTHPOINT BLVD JACKSONVILLE FL,641,-81.58999796,30.25666601,JACKSONVILLE SUB-OFFICE,JACKSONVILLE,DUVAL,FL,32216,11,MIA,KRO,Other,HOLD,Yes,Female/Male,0,,0,6/27/17,6/18/03,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,19,5%,12,1,1
JEFFECO,200 JEFFERSON COUNTY PARKWAY GOLDEN CO,646,-105.201698,39.73059698,JEFFERSON COUNTY JAIL,GOLDEN,JEFFERSON,CO,80401,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,4/29/10,4/7/92,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,4/8/10,,2008 and 2009 DEFICIENT,Yes,YES,YES,NO,No,,0,400,0%,0,0,0%,0,0,1
JEFFEID,219 EAST FREMONT AVE RIGBY ID,648,-111.91119,43.67354,JEFFERSON COUNTY JAIL,RIGBY,JEFFERSON,ID,83442,9,SLC,BOI,IGSA,IGSA,Yes,Male,0,,13,11/4/17,3/29/00,2000,17,3,5,2,3,0,1,0,1,5,3,0,0,6,2,YES,COUNTY,COUNTY,COUNTY,1/23/09,NA,#VALUE!,NA,$62.69 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,,9/5/17,Acceptable,2009 DEFICIENT,No,NO,NO,NO,No,NONE,35,400,9%,"3,280",337,92%,"1,770",18,1
JEFFEIL,911 CASEY AVENUE MOUNT VERNON IL,650,-88.90267003,38.31425999,JEFFERSON COUNTY JAIL,MOUNT VERNON,JEFFERSON,IL,62864,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,3/13/14,4/1/09,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,12/1/10,NA,#VALUE!,NA,$62.69 ,,NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Acceptable,8/2/12,,"2009 DEFICIENT, The DSCU Chief has requested this facility be de-authorized.",Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JEFFEKS,1360 WALNUT STREET OSKALOOSA KS,645,-95.31163698,39.20702999,JEFFERSON COUNTY JAIL,OSKALOOSA,JEFFERSON,KS,66066,10,CHI,KAN,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,11/19/08,9/27/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$47.50 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,9/15/09,,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JEFFEMT,110 SOUTH WASHINGTON STREET BOULDER MT,644,-112.12074,46.23612002,JEFFERSON COUNTY DETENTION CENTER,BOULDER,JEFFERSON,MT,59632,9,SLC,HEL,USMS IGA,USMS IGA,Yes,Female/Male,3,0%,0,11/14/13,1/17/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY (SHERIFF),COUNTY,3/1/00,NA,#VALUE!,NA,$46.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,NDS,,No,Acceptable,Not Rated,7/22/13,,2008 DEFICIENT,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,3
JEFFENY,753 WATERMAN DRIVE WATERTOWN NY,649,-75.92846501,43.973489,JEFFERSON COUNTY JAIL,WATERTOWN,JEFFERSON,NY,13601,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,0,,0,1/7/13,12/28/88,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$90.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Good,Deficient,10/10/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JEFFEOK,218 N. MAIN STREET WAURIKA OK,647,-98.00153719,34.16519366,JEFFERSON COUNTY JAIL,WAURIKA,JEFFERSON,OK,73573,10,DAL,DAL,IGSA,IGSA,Yes,Female/Male,0,,0,11/24/03,8/17/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JEFFETX,1001 PEARL STREET BEAUMONT TX,651,-94.09363304,30.07945699,JEFFERSON COUNTY JAIL,BEAUMONT,JEFFERSON,TX,77701,5,HOU,HOU,IGSA,IGSA,Yes,Female/Male,0,,0,11/5/09,1/3/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,11/5/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JENADLA,830 PINEHILL ROAD JENA LA,653,-92.14403695,31.71300785,JENA/LASALLE DETENTION FACILITY,JENA,LA SALLE,LA,71342,5,NOL,OAK,IGSA,DIGSA,Yes,Female/Male,"1,160",100%,NA,11/4/17,10/22/07,2007,"1,214",416,749,398,719,457,647,406,641,672,369,76,48,786,379,YES,IHSC,GEO,COUNTY,7/24/07,10/31/18,2018,1170,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,9/14/17,Meets Standard,,No,YES,YES,NO,Yes,PERMANENT,35,400,9%,"466,080",372,102%,"407,819","1,277",1160
JENATLA,1511 ARNOLD DRIVE ALEXANDRIA LA,22,-92.53530123,31.32384174,ALEXANDRIA STAGING FACILITY,ALEXANDRIA,COUNTY,LA,71303,5,NOL,OAK,Other,STAGING,Yes,Male,400,63%,286,11/4/17,11/10/14,2014,367,86,166,96,149,49,151,37,130,166,86,0,0,249,2,YES,IHSC,GEO,COUNTY,11/1/13,10/31/18,2018,1170,b)(4),,NOT INSPECTED,DMCP,Under 72,PBNDS 2011,PREA,No,,,,,,No,,,,No,,35,400,9%,"100,617",372,102%,"89,688",394,400
JENNIMO,5445 JENNINGS STATION ROAD JENNINGS MO,654,-90.26654297,38.71094701,JENNINGS CITY JAIL,JENNINGS,SAINT LOUIS,MO,63136,8,CHI,STL,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,11/11/10,2/19/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,1/1/02,NA,#VALUE!,NA,$59.10 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Not Rated,8/11/10,,"2007, 2008 and 2009 DEFICIENT",Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JEROMID,2151 S. TIGER DRIVE JEROME ID,655,-114.5020648,42.70145519,JEROME COUNTY DETENTION CENTER,JEROME,JEROME,ID,83338,9,SLC,,IGSA,IGSA,Yes,Female/Male,0,,0,9/29/99,2/15/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,COUNTY,COUNTY,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JHALLCA,2801 MEADOWLARK DRIVE SAN DIEGO CA,1147,-117.1543878,32.79497013,SAN DIEGO,SAN DIEGO,SAN DIEGO,CA,92123,9,SND,SND,IGSA,JUVENILE,Yes,Female/Male,0,,0,5/27/12,9/26/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JHRWLTX,3101 MARLIN HWY WACO TX,635,-97.08107689,31.55027882,JACK HARWELL DETENTION CENTER,WACO,MCLENNAN,TX,76705,5,SNA,WCT,USMS IGA,USMS IGA,Yes,Male,200,1%,0,11/4/17,4/28/11,2011,6,0,1,0,1,0,0,0,0,1,0,0,0,1,0,YES,CEC,CEC,COUNTY,3/11/10,NA,#VALUE!,NA,b)(4),,AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,,9/13/17,Acceptable,,No,NO,NO,NO,No,NONE,19,400,5%,606,202,55%,394,9,200
JMHOSFL,1611 N.W. 12TH AVE MIAMI FL,639,-80.21207402,25.79112399,JACKSON MEMORIAL HOSPITAL,MIAMI,MIAMI-DADE,FL,33186,11,MIA,KRO,Other,HOSPITAL,No,Female/Male,0,,0,5/31/17,10/17/88,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,28,8%,28,1,1
JOHNSNC,120 S. THIRD ST. SMITHSFIELD NC,660,-78.34671901,35.51081999,JOHNSTON COUNTY DETENTION CENTER,SMITHSFIELD,JOHNSTON,NC,27577,4,ATL,ATL,IGSA,IGSA,Yes,Female/Male,0,,0,2/19/07,6/30/01,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,8/25/06,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JOHNSNE,222 NORTH 4TH STREET TECUMSEH NE,659,-96.19419515,40.36986716,JOHNSON COUNTY JAIL,TECUMSEH,JOHNSON,NE,68450,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,1/5/03,10/28/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
JOHNSTX,1800 RIDGEMAR DRIVE CLEBURNE TX,658,-97.38927105,32.37381575,JOHNSON COUNTY CORRECTIONS CENTER,CLEBURNE,JOHNSON,TX,76031,5,DAL,DAL,IGSA,IGSA,Yes,Male,0,,278,11/4/17,5/1/98,1998,287,53,218,75,187,74,143,58,141,217,53,1,0,111,160,YES,COUNTY,LASALLE CORRECTIONS,COUNTY,1/5/17,NA,#VALUE!,NA,b)(4),Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,8/17/17,Meets Standard,,No,NO,NO,NO,Yes,PERMANENT,35,400,9%,"108,583",372,102%,"95,657",322,1
JOSEPOR,1901 NORTHEAST F STREET GRANTS PASS OR,661,-123.303655,42.43354299,JOSEPHINE COUNTY JAIL,GRANTS PASS,JOSEPHINE,OR,97526,9,SEA,MED,USMS IGA,USMS IGA,Yes,Male,31,7%,0,10/31/17,12/19/95,1995,6,0,2,0,2,0,1,0,1,2,0,0,0,2,0,YES,CONMED,COUNTY (SHERIFF),COUNTY,4/6/00,NA,#VALUE!,NA,$100.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,Local Standards,,No,Acceptable,,9/14/17,Acceptable,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,31,400,8%,880,290,79%,667,10,31
JUABCUT,425 W. SHEEPLANE DRIVE NEPHI UT,662,-111.84472,39.67437,JUAB COUNTY JAIL,NEPHI,JUAB,UT,84648,10,SLC,SLC,IGSA,IGSA,Yes,Female/Male,0,,0,8/8/05,2/20/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
