DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Female Level A,Female Level B,Female Level C,Female Level D,Male Level A,Male Level B,Male Level C ,Male Level D ,Female Level A ,Female Level B ,Female Level C ,Female Level D ,Male Level A ,Male Level B ,Male Level C,Male Level D,Female Non-Crim,Female Crim,Male Non-Crim,Male Crim,Female Non-Crim ,Female Crim ,Male Non-Crim ,Male Crim 
NOLHOLD,NEW ORLEANS DD&P,701 LOYOLA AVENUE  ROOM 9001,NEW ORLEANS,ORLEANS,LA,70113,5,NOL,DET,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPNYM,NEW YORK MCC,150 PARK ROW,NEW YORK,NEW YORK,NY,10007,2,NYC,VRK,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEWHOLD,NEW/INS OS HOLD ROOM,970 BROAD STREET,NEWARK,ESSEX,NJ,7102,3,NEW,NEW,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEWTOTX,NEWTON COUNTY CORRECTIONAL CENTER,ROUTE 1,NEWTON,NEWTON,TX,75966,5,HOU,HOU,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIAGANY,NIAGARA COUNTY JAIL,5526 NIAGARA STREET EXTENTION,LOCKPORT,NIAGARA,NY,14094,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIACINY,NIAGARA FALLS CITY JAIL,520 HYDE PARK BLVD.,NIAGARA FALLS,NIAGARA,NY,14302,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIOBRWY,NIOBRARA COUNTY JAIL,416 SOUTH ELM STREET,LUSK,NIOBRARA,WY,82225,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOBLEMN,NOBLES COUNTY JAIL,1530 AIRPORT ROAD,WORTHINGTON,NICOLLET,MN,56187,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,2,13,12,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0
MIRPNOG,NOGALES PROCESSING CENTER,1500 W LA QUINTA AVE,NOGALES,SANTA CRUZ,AZ,85621,9,PHO,FLO,MIRP,MIRP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORFOVA,NORFOLK CITY JAIL,811 EAST CITY HALL AVENUE,NORFOLK,NORFOLK CITY,VA,23510,4,WAS,WAS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NORFOMA,NORFOLK COUNTY JAIL,200 WEST STREET,DEDHAM,NORFOLK,MA,2026,1,BOS,BOS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORHOLD,NORFOLK SUB-OFFICE HOLD,5280 HENNEMAN DRIVE,NORFOLK,NORFOLK,VA,23513,4,WAS,WAS,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBRMCFL,NORTH BROWARD MEDICAL CENTER,201  EAST SAMPLE ROAD,POMPANO BEACH,BROWARD,FL,33060,11,MIA,KRO,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCDOCRA,NORTH CAROLINA DEPARTMENT OF CORRECTIONS (RALEIGH),COMBINED RECORDS,RALEIGH,WAKE,NC,27603,4,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOCPDIL,NORTH CHICAGO POLICE DEPARTMENT,1850 LEWIS AVENUE,NORTH CHICAGO,LAKE,IL,60064,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONOLCA,NORTH COUNTY JAIL,550 6TH STREET,OAKLAND,ALAMEDA,CA,94607,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGDCTGA,NORTH GEORGIA DETENTION CENTER,622 MAIN STREET SOUTHWEST,GAINESVILLE,HALL,GA,30501,11,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOLVGNV,NORTH LAS VEGAS,2332 NORTH LAS VEGAS BOULEVARD,NORTH LAS VEGAS,CLARK,NV,89030,9,SLC,LVG,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRPHOLD,NORTH PLATTE HOLD ROOM,UNAVAILABLE,NORTH PLATTE,LINCOLN,NE,69101,8,SPM,OMA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOROYOH,NORTH ROYALTON CITY JAIL,14000 BENNETT RD.,N. ROYALTON,CUYAHOGA,OH,44133,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNEACI,NORTHEAST CORRECTIONAL CENTER,251 MIDDLE TURNPIKE,STORRS,TOLLAND,CT,6268,2,BOS,HAR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEJUVNE,NORTHEAST NEBRASKA JUVENILE SERVICES,120 CLARA DAVIS DRIVE,MADISON,MADISON,NE,68748,8,SPM,OMA,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCANOOH,NORTHEAST OHIO CORRECTIONAL CTR (YOUNGSTOWN CDF),2240 HUBBARD ROAD,YOUNGSTOWN,MAHONING,OH,44505,6,DET,CLE,CDF,CDF,Yes,0,0,0,0,120,29,34,89,0,0,0,0,0,0,0,0,0,0,116,156,0,0,0,0
CTNRNCI,NORTHERN CORRECTIONAL INSTITUTE,287 BILTON ROAD,SOMERS,TOLLAND,CT,6071,2,BOS,HAR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENMJUV,NORTHERN MAINE JUVENILE DETENTION,1182 DOVER ROAD,CHARLESTON,PENOBSCOT,ME,4422,1,BOS,POM,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNREGVA,NORTHERN NECK REGIONAL JAIL,P.O. BOX 1090,WARSAW,RICHMOND,VA,22572,4,WAS,WAS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVNORCC,NORTHERN NEVADA CORRECTIONAL CENTER,1721 E. SNYDER AVE,CARSON CITY,COUNTY,NV,89701,9,SLC,REN,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORCOOR,NORTHERN OREGON CORRECTIONAL FACILITY,211 WEBBER ROAD,THE DALLES,WASCO,OR,97058,9,SEA,POO,IGSA,IGSA,Yes,0,0,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
NOJUVOR,NORTHERN OREGON JUVENILE DETENTION,211 WEBBER STREET,THE DALLES,WASCO,OR,97058,9,SEA,POO,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
WVNORTH,NORTHERN REGIONAL JAIL,RD #2,MOUNDSVILLE,MARSHALL,WV,26041,4,PHI,PIT,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTDCOR2,NORTHERN STATE BOSTON (VERMONT DEPARTMENT OF CORRE,2559 GLEN ROAD,NEWPORT,ORLEANS,VT,5855,2,BOS,,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVJDCVA,NORTHERN VIRGINIA JUVENILE DETENTION CENTER,200 SOUTH WHITING STREET,ALEXANDRIA,COUNTY,VA,22304,4,WAS,WAS,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSCNWWA,NORTHWEST DETENTION CENTER,1623 E. J STREET,TACOMA,PIERCE,WA,98421,9,SEA,TAC,CDF,CDF,Yes,58,21,22,15,630,206,227,237,1,0,0,0,4,0,0,0,66,50,674,626,1,0,4,0
NWREGVA,NORTHWEST REGIONAL ADULT DETENTION CENTER,141 FORT COLLIER ROAD,WINCHESTER,FREDERICK,VA,22603,4,WAS,WAS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTSTALB,NORTHWEST STATE CORRECTIONAL CENTER,3649 LOWER NEWTON ROAD,SWANTON,FRANKLIN,VT,5488,2,BOS,BOS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWSCFVT,NORTHWEST STATE CORRECTIONAL FACILITY,3649 LOWER NEWTON ROAD,SWANTON,FRANKLIN,VT,5488,2,BOS,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUECETX,NUECES COUNTY JAIL,901 LEOPARD STREET,CORPUS CHRISTI,NUECES,TX,78401,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYCHOLD,NYC FIELD OFFICE,26 FEDERAL PLAZA,NEW YORK,NEW YORK,NY,10278,2,NYC,NYC,Other,HOLD,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NYEPANV,"NYE COUNTY DETENTION CENTER, SOUTHERN (PAHRUMP)",1520 E. BASIN ROAD,PAHRUMP,NYE,NV,89060,9,SLC,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPOAK,OAKDALE FEDERAL CORRECTIONAL INSTITUTE,P O BOX 5060,OAKDALE,ALLEN,LA,71463,5,NOL,OAK,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,OAKDALE FEDERAL DETENTION,2105 EAST WHATLEY ROAD,OAKDALE,ALLEN,LA,71463,5,NOL,OAK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPOAD,OAKDALE FEDERAL DETENTION CENTER,2105 E. WHATLEY RD.,OAKDALE,ALLEN,LA,71463,5,NOL,OAK,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKHOLD,OAKDALE HOLDING ROOM,1010 E WHATLEY ROAD,OAKDALE,ALLEN,LA,71463,5,NOL,OAK,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKLACA,OAKLAND CITY JAIL,611 BROADWAY,OAKLAND,ALAMEDA,CA,94607,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBRIJIA,OBRIEN COUNTY JAIL (IOWA) ,240 1ST STREET NORTHEAST,PRINGHAR,O'BRIEN,IA,51245,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODESSTX,ODESSA DETENTION CENTER,205 NORTH GRANT AVENUE,ODESSA,ECTOR,TX,79761,5,ELP,EPC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGUHOLD,OGDEN HOLD ROOM,"2487 S. 1620 W., UNIT E.",OGDEN,WEBER,UT,84401,10,SLC,OGU,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYOGDNC,OGDENSBURG CORRECTIONAL,ONE CORRECTION WAY,OGDENSBURG,ST LAWRENCE,NY,13669,2,BUF,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGLECIL,OGLE COUNTY JAIL,103 JEFFERSON STREET,OREGON,OGLE,IL,61061,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKANOWA,OKANOGAN COUNTY,149 4TH AVENUE NORTH,OKANOGAN,OKANOGAN,WA,98840,9,SEA,WNT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKCHOLD,OKLAHOMA CITY HOLD ROOM,4400 SW 44TH STREET,OKLAHOMA CITY,OKLAHOMA CITY,OK,73119,10,DAL,OKC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKCOJOK,OKLAHOMA COUNTY JAIL,201 NORTH SHARTEL AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73102,10,DAL,OKC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPOKL,OKLAHOMA FEDERAL TRANSFER CENTER,7500 MACARTHUR BLVD,OKLAHOMA CITY,OKLAHOMA,OK,73109,10,DAL,OKC,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKMULOK,OKMULGEE COUNTY JAIL,314 W. 7TH STREET,OKMULGEE,OKMULGEE,OK,74447,10,DAL,,USMS IGA,USMS IGA,Yes,0,0,0,0,19,16,9,18,0,0,0,0,0,0,0,0,0,0,16,46,0,0,0,0
OLDHAKY,OLDHAM COUNTY JAIL,100 W MAIN STREET,LA GRANGE,OLDHAM,KY,40031,6,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLMSTMN,OLMSTED COUNTY,101 4TH STREET SOUTHEAST,ROCHESTER,OLMSTED,MN,55904,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEOMAHA,OMAHA CORRECTIONAL CENTER,2323 AVE J,OMAHA,DOUGLAS,NE,68111,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMAHOLD,OMAHA FIELD OFFICE HOLD ROOM,2323 AVENUE J,OMAHA,DOUGLAS,NE,68110,8,SPM,OMA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONECONY,ONEIDA COUNTY JAIL,6075 JUDD ROAD,ORISKANY,ONEIDA,NY,13424,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEIDID,ONEIDA COUNTY JAIL,10 COURT STREET,MALAD,ONEIDA,ID,83252,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONONDNY,ONONDAGA COUNTY JAIL,555 SOUTH STATE STREET,SYRACUSE,ONONDAGA,NY,13202,2,BUF,BUF,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONTARNY,ONTARIO COUNTY JAIL,3045 COUNTY COMPLEX DRIVE,CANANDAIGUA,ONTARIO,NY,14424,2,BUF,BUF,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGCMCCA,ORANGE CO MEDICAL CENTER,1001 N TUSTIN AVE,SANTA ANA,ORANGE,CA,92705,9,LOS,,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCWJCA,ORANGE COUNTY CENTRAL WOMEN'S JAIL,550 NORTH FLOWER STREET,SANTA ANA,ORANGE,CA,92703,9,LOS,SAA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCIRCCA,ORANGE COUNTY INTAKE RELEASE FACILITY,550 NORTH FLOWER STREET,SANTA ANA,ORANGE,CA,92703,9,LOS,LOS,IGSA,IGSA,Yes,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ORANGNY,ORANGE COUNTY JAIL,110 WELLS FARM ROAD,GOSHEN,ORANGE,NY,10924,2,NYC,VRK,IGSA,IGSA,Yes,14,10,1,1,41,52,37,20,0,0,0,0,0,0,0,0,14,12,26,124,0,0,0,0
ORANGFL,ORANGE COUNTY JAIL,3855 SOUTH JOHN YOUNG PARKWAY,ORLANDO,ORANGE,FL,32839,11,MIA,ORL,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ORLHOLD,ORLANDO HOLD ROOM,9403 TRADEPORT DRIVE,ORLANDO,ORLANDO,FL,32827,11,MIA,ORL,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYORLNC,ORLEANS CORRECTIONAL,35-31 GAINES BASIN ROAD,ALBION,ORLEANS,NY,14411,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORLEAVT,ORLEANS COUNTY JAIL,255 MAIN ST,NEWPORT,ORLEANS,VT,5855,2,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORLEANY,ORLEANS COUNTY JAIL,26 SOUTH PLATT STREET,ALBION,ORLEANS,NY,14411,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPJUVLA,ORLEANS PARISH JUVENILE FACILITY,2800 GRAVIER STREET,NEW ORLEANS,ORLEANS,LA,70119,5,NOL,NOL,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORPARLA,ORLEANS PARISH SHERIFF,2800 GRAVIER STREET,NEW ORLEANS,ORLEANS,LA,70119,5,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORPARL2,ORLEANS PARISH/SOUTH WHITE,857 SOUTH WHITE,NEW ORLEANS,ORLEANS PARISH,LA,70119,5,NOL,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSAHOKS,OSAWATAMIE STATE HOSPITAL,500 STATE HOSPITAL DRIVE,OSAWATAMIE,MIAMI,KS,66064,10,CHI,CHI,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTOSBCI,OSBORN CORRECTIONAL INSTITUTE,100 BILTON ROAD,SOMERS,TOLLAND,CT,6071,2,BOS,HAR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSWEGNY,OSWEGO COUNTY JAIL,39 CHURCHILL ROAD,OSWEGO,OSWEGO,NY,13126,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCASDCA,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),7488 CALZADA DE LA FUENTE,SAN DIEGO,SAN DIEGO,CA,92154,9,SND,SND,CDF,USMS CDF,Yes,85,31,7,5,366,228,118,85,0,0,0,0,0,0,0,0,98,30,434,363,0,0,0,0
OTERONM,OTERO COUNTY DETENTION,1000 NEW YORK,ALAMOGORDO,OTERO,NM,88310,10,ELP,EPC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTEROCO,OTERO COUNTY JAIL,222 EAST SECOND STREET,LAJUNTA,OTERO,CO,81050,10,DEN,EPC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROPNM,OTERO COUNTY PRISON FACILITY,10 MCGREGOR RANGE ROAD,CHAPARRAL,DONA ANA,NM,88081,10,ELP,EPC,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTRPCNM,OTERO COUNTY PROCESSING CENTER,26 MCGREGOR RANGE ROAD,CHAPARRAL,DONA ANA,NM,88081,10,ELP,OOP,IGSA,DIGSA,Yes,0,1,0,0,440,312,111,94,0,0,0,0,0,0,0,0,0,1,511,446,0,0,0,0
BOPOTV,OTISVILLE FEDERAL CORRECTIONAL INSTITUTE,PO BOX 60,OTISVILLE,ORANGE,NY,10963,2,NYC,VRK,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTOECNE,OTOE COUNTY JAIL,1021 CENTRAL AVENUE,NEBRASKA CITY,OTOE,NE,68410,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTSEGNY,OTSEGO COUNTY JAIL,172 COUNTY HIGHWAY 33 WEST,COOPERSTOWN,OTSEGO,NY,13326,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTTAWMI,OTTAWA COUNTY,3100 PORT SHELDON ROAD,HUDSONVILLE,OTTAWA,MI,49426,6,DET,DET,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXFORME,OXFORD COUNTY JAIL,25 WESTERN AVENUE,SOUTH PARIS,OXFORD,ME,4281,1,BOS,POM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPOXF,OXFORD FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 500,OXFORD,MARQUETTE,WI,53952,7,CHI,CHI,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OZAUKWI,OZAUKEE COUNTY JAIL,1201 S. SPRINGS,PORT WASHINGTON,OZAUKEE,WI,53074,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMBFL,PALM BEACH COUNTY JAIL,3228 GUN CLUB ROAD,WEST PALM BEACH,PALM BEACH,FL,33406,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLRMCCA,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DR,PALMDALE,LOS ANGELES,CA,93551,9,LOS,,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKPALMC,PALMER CORRECTIONAL CENTER,MILE 58 GLENN HIGHWAY,PALMER,PALMER,AK,99645,9,SEA,ANC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMHOSFL,PALMETTO HOSPITAL,2001 W. 68TH ST.,HIALEAH,MIAMI-DADE,FL,33016,11,MIA,KRO,Other,HOSPITAL,No,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PLMBHTX,PALMS BEHAVIORAL HEALTH,613 VICTORIA LN,HARLINGEN,CAMERON,TX,78550,5,SNA,,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWHOSFL,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,PALM BEACH,FL,33470,11,MIA,KRO,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAMREVA,PAMUNKEY REGIONAL JAIL,7240 COURTLAND FARM ROAD,HANOVER,HANOVER,VA,23069,4,WAS,WAS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARKCMT,PARK COUNTY DETENTION CENTER,414 E. CALLENDAR PO BOX 43,LIVINGSTON,LEWIS AND CLARK,MT,59602,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARKJCO,PARK COUNTY JAIL,1180 COUNTY ROAD 16,FAIRPLAY,PARK,CO,80440,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARKCWY,PARK COUNTY JAIL,1402 RIVER VIEW DRIVE,CODY,PARK,WY,82414,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASADCA,PASADENA CITY JAIL,207 NORTH GARFIELD AVENUE,PASADENA,LEE,CA,91101,9,LOS,LOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASSANJ,PASSAIC COUNTY JAIL,11 SHERIFFS PLAZA,PATERSON,PASSAIC,NJ,7501,3,NEW,VRK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAULDGA,PAULDING COUNTY GEORGIA,25 INDUSTRIAL WAY NORTH,DALLAS,PAULDING,GA,30132,11,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAVHRPR,PAVIA HOSPITAL-HATO TEY,435 PONCE DE LEON AVENUE,SAN JUAN,COUNTY,PR,917,1,MIA,MIA,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
