DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use
LOUCOVA,42035 LOUDOUN CENTER PLACE LEESBURG VA,761,-77.54534,39.07500299,LOUDOUN COUNTY JAIL,LEESBURG,LOUDOUN,VA,20175,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,2/23/10,8/15/94,1994,0,0,0,YES,CONMED,COUNTY (SHERIFF),COUNTY,9/19/85,NA,#VALUE!,NA,$95.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Acceptable,Deficient,9/8/11,,,No,NO,NO,NO,No,,0
LOUHOLD,400 S 6TH STREET LOUISVILLE KY,762,-85.76107396,38.25321702,LOUISVILLE HOLD ROOM,LOUISVILLE,JEFFERSON,KY,40202,6,CHI,LOU,Other,HOLD,Yes,Male,0,,0,10/9/17,1/9/14,2014,1,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,4
LOYMCIL,2160 S. FIRST AVE. MAYWOOD IL,765,-87.83476402,41.86109199,LOYOLA MEDICAL CENTER,MAYWOOD,COOK,IL,60153,7,CHI,CHI,Other,HOSPITAL,No,Female/Male,0,,0,11/4/10,7/13/06,2006,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
LRAHOLD,UNAVAILABLE LITTLE ROCK AR,747,-92.27485,34.7487,LITTLE ROCK HOLD ROOM,LITTLE ROCK,PULASKI,AR,72201,8,NOL,FSA,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
LRDHOLD,UNAVAILABLE LAREDO TX,714,-99.50223,27.53092,LAREDO DETENTION CENTER HOLD ROOM,LAREDO,WEBB,TX,78041,5,SNA,LRD,Other,HOLD,Yes,Female/Male,0,,0,6/12/17,5/25/11,2011,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
LRDICDF,4702 EAST SAUNDERS STREET LAREDO TX,715,-99.44840948,27.52851425,LAREDO PROCESSING CENTER,LAREDO,WEBB,TX,78041,5,SNA,LRD,USMS IGA,USMS IGA,Yes,Female,400,83%,368,11/4/17,6/20/83,1983,386,278,54,YES,CCA,CCA,CCA,10/30/02,NA,#VALUE!,NA,b)(4),Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,ACA accreditation only,,No,Acceptable,Acceptable,6/8/17,Acceptable,,No,NO,NO,NO,Yes,PERMANENT,35
LRKNHFL,6129 SW 70TH ST SOUTH MIAMI FL,717,-80.292678,25.70629301,LARKIN HOSPITAL,SOUTH MIAMI,MIAMI-DADE,FL,33143,11,MIA,KRO,Other,HOSPITAL,No,Female/Male,0,,2,11/4/17,3/18/09,2009,6,2,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,35
LSFHOLD,UNAVAILABLE LOS FRESNOS TX,759,-97.47724,26.07173,LOS FRESNOS HOLD ROOM,LOS FRESNOS,CAMERON,TX,78566,5,SNA,PIC,Other,HOLD,Yes,Female/Male,0,,0,3/15/16,6/12/00,2000,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
LSHOSMA,170 MORTON STREET JAMAICA PLAIN MA,732,-71.10193986,42.29961275,LEMUEL SHATTUCK HOSPITAL,JAMAICA PLAIN,SUFFOLK,MA,2130,1,BOS,BOS,Other,HOSPITAL,No,Female/Male,0,,0,8/7/16,4/14/94,1994,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
LSRDCTX,832 EAST TEXAS STATE HIGHWAY 44 ENCINAL TX,702,-99.3401176,28.04619825,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,LA SALLE,TX,78019,5,SNA,LRD,USMS IGA,USMS IGA,Yes,Female/Male,250,0%,0,11/4/17,6/10/11,2011,0,0,0,YES,COUNTY,COUNTY,COUNTY,1/14/04,NA,#VALUE!,NA,$67.63 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,Acceptable,9/21/17,Acceptable,,No,NO,NO,NO,No,,0
LUBBOTX,811 MAIN STREET LUBBOCK TX,766,-101.843757,33.58534,LUBBOCK COUNTY DETENTION CENTER,LUBBOCK,LUBBOCK,TX,79401,5,DAL,LBK,USMS IGA,USMS IGA,Yes,Male,15,3%,0,10/30/17,1/2/07,2007,3,0,0,NO,CORRECT CARE SOLUTIONS,COUNTY (SHERIFF),COUNTY,11/16/84,NA,#VALUE!,NA,$65.00 ,,AUTHORIZED,DMCP,Under 72,FPBDS,,No,Acceptable,,10/20/17,Acceptable,2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,14
LUFKNTX,300 E. SHEPHERD STREET LUFKIN TX,768,-94.72689999,31.33719098,LUFKIN POLICE DEPARTMENT,LUFKIN,ANGELINA,TX,75901,5,HOU,,Other,Other,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
LUNCONM,1700 4TH STREET NORTHEAST DEMING NM,769,-107.7392729,32.2778686,LUNA COUNTY DETENTION CENTER,DEMING,LUNA,NM,88030,10,ELP,EPC,IGSA,IGSA,Yes,Female/Male,0,,0,6/3/11,8/15/97,1997,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$51.63 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,2/20/09,,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,,0
LVGCINV,LAS VEGAS CITY JAIL LAS VEGAS NV,720,-115.099983,36.166884,LAS VEGAS CITY JAIL,LAS VEGAS,CLARK,NV,89101,9,SLC,LVG,IGSA,IGSA,Yes,Female/Male,0,,0,1/26/05,6/1/91,1991,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
LVGHOLD,3373 PEPPER LANE LAS VEGAS NV,721,-115.101758,36.07593498,LAS VEGAS HOLD ROOM,LAS VEGAS,CLARK,NV,89120,9,SLC,LVG,Other,HOLD,Yes,Male,0,,0,10/29/17,10/22/08,2008,1,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,3
LYOLAIL,1211 W ROOSEVELT RD MAYWOOD IL,764,-87.84733574,41.86427273,LOYOLA CENTER FOR HEALTH,MAYWOOD,COOK,IL,60153,7,CHI,,Other,HOSPITAL,No,Female/Male,0,,0,10/12/17,12/6/16,2016,1,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,2
LYONCMN,611 WEST MAIN ST. MARSHALL MN,771,-95.79486287,44.45116264,LYON COUNTY JAIL,MARSHALL,LYON,MN,56258,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,2/22/04,7/16/96,1996,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
LYONJIA,410 SOUTH BOONE STREET ROCK RAPIDS IA,772,-96.16943822,43.42835009,LYON COUNTY JAIL,ROCK RAPIDS,LYON,IA,51246,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,1/6/03,3/30/98,1998,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MABSHOS,BRIDGEWATER STATE HOSPITAL BRIDGEWATER MA,145,-70.951555,41.946409,BRIDGEWATER STATE HOSPITAL,BRIDGEWATER,PLYMOUTH,MA,2324,1,BOS,BOS,Other,HOSPITAL,No,Female/Male,0,,0,6/11/15,11/9/00,2000,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
MACCOMI,43565 ELIZABETH ROAD MOUNT CLEMENS MI,773,-82.88995998,42.61738998,MACOMB COUNTY JAIL,MOUNT CLEMENS,MACOMB,MI,48043,6,DET,DET,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,10/13/11,10/29/90,1990,0,0,0,,,COUNTY,,2/1/91,NA,#VALUE!,NA,$93.00 ,,NOT INSPECTED,DMCP,Over 72,,,Yes,Special Review - Pre-Occupancy,,2/1/12,,2007 and 2008 DEFICIENT,Yes,NO,YES,NO,No,,0
MACONIL,333 S. FRANKLIN DECATUR IL,774,-88.95299477,39.83926301,MACON COUNTY JUVENILE FACILITY,DECATUR,MACON,IL,62523,7,CHI,CHI,IGSA,JUVENILE,Yes,Female/Male,0,,0,8/24/92,8/17/90,1990,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
MADISIA,1012 NORTH 1ST STREET WINTERSET IA,779,-94.01353721,41.34341839,MADISON COUNTY JAIL,WINTERSET,MADISON,IA,50273,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,10/2/02,4/10/00,2000,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MADISID,15 NORTH 2ND STREET EAST REXBURG ID,776,-111.7781072,43.82647208,MADISON COUNTY JAIL,REXBURG,MADISON,ID,83440,9,SLC,BOI,IGSA,IGSA,Yes,Female/Male,0,,0,8/19/12,3/20/98,1998,0,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$45.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,6/19/08,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0
MADISLA,RT 3 BOX 3 TALLULAH LA,780,-91.18615,32.40826,MADISON PARISH DET CENTER,TALLULAH,MADISON,LA,71282,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,3/3/04,3/2/04,2004,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MADISMS,2935 HIGHWAY 51 CANTON MS,775,-90.04473431,32.58621046,MADISON COUNTY,CANTON,MADISON,MS,39046,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,0,,0,11/11/04,12/9/92,1992,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Good,Deficient,5/23/08,,,No,NO,NO,NO,No,,0
MADISNE,CLARA DAVIS DR MADISON NE,777,-97.45592722,41.84450875,MADISON COUNTY JAIL,MADISON,MADISON,NE,68748,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,6/20/07,4/10/96,1996,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0
MADISNY,138 NORTH COURT STREET WAMPSVILLE NY,778,-75.70547999,43.08042999,MADISON COUNTY JAIL,WAMPSVILLE,MADISON,NY,13163,2,BUF,BUF,USMS IGA,USMS IGA,Yes,Female/Male,1,0%,0,9/15/13,10/24/87,1987,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,12/30/96,NA,#VALUE!,NA,$81.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Acceptable,4/5/11,,,No,NO,NO,NO,No,,0
MAHONOH,110 FIFTH AVENUE YOUNGSTOWN OH,781,-80.655055,41.10425802,MAHONING COUNTY JAIL,YOUNGSTOWN,MAHONING,OH,44503,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,0,,0,4/29/12,1/16/04,2004,0,0,0,,,COUNTY,,8/31/07,NA,#VALUE!,NA,$68.84 ,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,10/1/09,,,No,NO,YES,NO,No,,0
MALHCOR,251 B STREET VALE OR,783,-117.24123,43.98079999,MALHEUR COUNTY JAIL,VALE,MALHEUR,OR,97918,9,SEA,POO,IGSA,IGSA,Yes,Female/Male,0,,0,2/7/01,6/14/99,1999,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MANATFL,11490 HARLEE RD. PALMETTO FL,784,-82.53993838,27.63883881,MANATEE COUNTY DETENTION-ANNEX,PALMETTO,MANATEE,FL,34221,11,MIA,TAM,IGSA,IGSA,Yes,Female/Male,0,,0,10/28/04,3/18/93,1993,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0
MANHOLD,811 CANAL STREET MANCHESTER NH,786,-71.46662642,42.99832436,MANCHESTER HOLDROOM,MANCHESTER,HILLSBOROUGH,NH,3101,1,BOS,MAN,Other,HOLD,Yes,Female,0,,0,8/29/17,1/10/11,2011,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
MANSFTX,1601 HERITAGE PARKWAY MANSFIELD TX,787,-97.11729498,32.55426399,MANSFIELD LAW ENFORCEMENT CENTER,MANSFIELD,TARRANT,TX,76063,5,DAL,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,2/9/04,7/24/98,1998,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MAPLEOH,5373 LEE ROAD MAPLE HEIGHTS OH,789,-81.56541803,41.414702,MAPLE HEIGHTS CITY JAIL,MAPLE HEIGHTS,SUMMIT,OH,44137,6,DET,CLE,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,3/30/11,12/16/99,1999,0,0,0,,,CITY,,1/1/03,NA,#VALUE!,NA,$73.00 ,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,7/22/10,,,No,NO,NO,NO,No,,0
MARICOR,4000 AUMSVILLE HIGHWAY SE SALEM OR,799,-122.9605171,44.89656231,MARION COUNTY JAIL,SALEM,MARION,OR,97301,9,SEA,POO,IGSA,IGSA,Yes,Female/Male,0,,0,1/17/08,6/21/90,1990,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$74.07 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,7/22/08,,2008 DEFICIENT,No,NO,NO,NO,No,,0
MARINCA,3 PETER BEHR DRIVE SAN RAFAEL CA,797,-122.5337536,37.99857011,MARIN COUNTY,SAN RAFAEL,MARIN,CA,94903,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,0,,0,11/28/02,4/29/97,1997,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MARIOIN,40 SOUTH ALABAMA STREET INDIANAPOLIS IN,800,-86.15354702,39.765907,MARION COUNTY JAIL,INDIANAPOLIS,MARION,IN,46204,7,CHI,CHI,USMS IGA,USMS IGA,Yes,Female/Male,5,23%,1,11/4/17,12/22/93,1993,4,0,1,YES,COUNTY,COUNTY (SHERIFF),COUNTY,3/1/07,NA,#VALUE!,NA,$65.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,FPBDS,,No,Acceptable,,9/5/17,Acceptable,2008 and 2009 DEFICIENT,Yes,YES,YES,NO,No,NONE,24
MARSHIA,2369 JESSUP AVENUE MARSHALLTOWN IA,803,-93.06371004,42.01189999,MARSHALL COUNTY JAIL,MARSHALLTOWN,MARSHALL,IA,50158,8,SPM,OMA,USMS IGA,USMS IGA,Yes,Female/Male,35,202%,67,11/4/17,2/6/92,1992,82,40,30,YES,COUNTY,COUNTY (SHERIFF),COUNTY,5/11/99,NA,#VALUE!,NA,$50.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Pending,Acceptable,10/19/17,Pending,,Yes,NO,NO,NO,No,NONE,35
MARSHMN,208 E. COLVIN AVE WARRENTON MN,802,-96.76910602,48.19563389,MARSHAL COUNTY JAIL,WARRENTON,MARSHALL,MN,56762,8,SPM,,Other,Other,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
MARTIFL,800 SOUTHEAST MONTEREY ROAD STUART FL,804,-80.24290299,27.17065701,MARTIN COUNTY JAIL,STUART,MARTIN,FL,34994,11,MIA,KRO,IGSA,IGSA,Yes,Female/Male,0,,0,2/11/14,10/6/93,1993,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$80.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MARTIWA,201 S PINE ST MEDICAL LAKE WA,805,-117.696038,47.57088198,MARTIN HALL JUVENILE,MEDICAL LAKE,SPOKANE,WA,99022,9,SEA,SEA,IGSA,JUVENILE,Yes,Female/Male,0,,0,3/14/04,3/16/98,1998,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
MASONWA,411 NORTH 4TH STREET SHELTON WA,806,-123.10373,47.21557001,MASON COUNTY JAIL,SHELTON,MASON,WA,98584,9,SEA,SEA,IGSA,IGSA,Yes,Female/Male,0,,0,1/5/03,1/2/03,2003,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MATEWKS,918 MAIN STREET TEWKSBURY MA,1302,-71.23597697,42.61338456,TEWKSBURY STATE HOSPITAL,TEWKSBURY,MIDDLESEX,MA,1876,1,BOS,BOS,Other,HOSPITAL,No,Female/Male,0,,0,3/5/09,1/20/09,2009,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
MATSHOS,23 SUMMER STREET TAUNTON MA,1290,-71.08934681,41.90094961,TAUNTON STATE HOSPITAL,TAUNTON,BRISTOL,MA,2780,1,BOS,BOS,Other,HOSPITAL,No,Female/Male,0,,0,10/2/17,5/26/05,2005,1,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,2
MAVERTX,1051 BALBOA JONES BOULEVARD EAGLE PASS TX,808,-100.4614136,28.71944538,MAVERICK COUNTY JAIL,EAGLE PASS,MAVERICK,TX,78852,5,SNA,DLR,IGSA,IGSA,Yes,Female/Male,0,,0,6/15/15,3/4/92,1992,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,6/4/08,,,No,NO,NO,NO,No,,0
MCCDCTX,520 COLUMBUS AVE WACO TX,816,-97.13413003,31.55786801,MCLENNAN COUNTY DETENTION CENTER,WACO,MCLENNAN,TX,76705,5,SNA,WCT,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,4/10/11,2/8/05,2005,0,0,0,,,CEC,,12/8/98,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,2/3/10,,,No,NO,NO,NO,No,,0
MCCLETX,501 WASHINGTON AVENUE WACO TX,809,-97.13363499,31.55748999,MCCLELLAN COUNTY JAIL,WACO,MCLENNAN,TX,76701,5,SNA,SNA,IGSA,IGSA,Yes,Male,0,,0,5/23/13,7/22/99,1999,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,$51.00 ,,NOT INSPECTED,DMCP,Over 72,Local Standards,,No,Superior,Acceptable,2/5/09,,,No,NO,NO,NO,No,,0
MCESTAZ,2939 WEST DURANGO PHOENIX AZ,793,-112.124271,33.42835701,MARICOPA ESTRELLA - PHO,PHOENIX,MARICOPA,AZ,85009,9,PHO,PHO,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,7/18/00,3/9/98,1998,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,11/13/08,,2008 DEFICIENT,Yes,NO,YES,NO,No,,0
MCFAJAZ,201 SOUTH 4TH AVENUE PHOENIX AZ,791,-112.078309,33.44553799,MARICOPA COUNTY JAIL,PHOENIX,MARICOPA,AZ,85003,9,PHO,PHO,USMS IGA,USMS IGA,Yes,Female/Male,8,0%,0,9/12/12,10/3/07,2007,0,0,0,YES,,COUNTY,,4/5/83,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,At-Risk,,11/2/11,,2008 DEFICIENT,Yes,NO,NO,NO,No,,0
MCHENIL,2200 NORTH SEMINARY AVENUE WOODSTOCK IL,811,-88.441202,42.34095201,MCHENRY COUNTY CORRECTIONAL FACILITY,WOODSTOCK,MCHENRY,IL,60098,7,CHI,CHI,USMS IGA,USMS IGA,Yes,Female/Male,250,102%,256,11/4/17,12/24/87,1987,290,183,72,YES,CORRECT CARE SOLUTIONS,COUNTY (SHERIFF),COUNTY,11/3/03,NA,#VALUE!,NA,$95.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,FPBDS,,No,Acceptable,Acceptable,6/15/17,Acceptable,,Yes,YES,YES,NO,Yes,PERMANENT,35
MCINTGA,714 HWY 251 DARIEN GA,812,-81.45267683,31.40059168,MCINTOSH COUNTY JAIL,DARIEN,MCINTOSH,GA,31305,11,ATL,ATL,IGSA,IGSA,Yes,Female/Male,0,,0,8/14/06,8/9/06,2006,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MCJUVOH,815 FAIRCREST STREET SW CANTON OH,884,-81.38477301,40.751398,MULTI COUNTY,CANTON,STARK,OH,44706,6,DET,CLE,IGSA,JUVENILE,Yes,Female/Male,0,,0,8/1/04,9/26/97,1997,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
MCKINNM,255 S. BOARDMAN GALLUP NM,814,-108.70862,35.52709999,MCKINLEY COUNTY ADULT DETENTION,GALLUP,MCKINLEY,NM,87301,10,ELP,ELP,IGSA,IGSA,Yes,Female/Male,0,,0,6/3/07,11/17/03,2003,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,2/22/08,,,No,NO,NO,NO,No,,0
MCLBJAZ,3250 W LOWER BUCKEYE RD PHOENIX AZ,794,-112.1336756,33.4225287,MARICOPA LOWER BUCKEYE JAIL- PHO,PHOENIX,MARICOPA,AZ,85009,9,PHO,,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,11/15/08,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0
MCMADAZ,225 W. MADISON PHOENIX AZ,819,-112.0769937,33.44598137,MCSO MADISON FACILITY,PHOENIX,MARICOPA,AZ,85003,9,PHO,FLO,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,12/2/04,7/3/91,1991,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MCMEDAZ,P.O. BOX 29670 PHOENIX AZ,795,-112.0758,33.44825,MARICOPA MEDICAL CENTER,PHOENIX,MARICOPA,AZ,85038,9,PHO,FLO,Other,HOSPITAL,No,Female/Male,0,,0,5/16/13,9/18/97,1997,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
MCSPEAZ,120 S. 1ST AVENUE PHOENIX AZ,820,-112.0751337,33.44673062,MCSO SPECIAL USE FACILITY,PHOENIX,MARICOPA,AZ,85003,9,PHO,FLO,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,10/8/98,10/1/98,1998,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
MCTOWAZ,3127 W. GIBSON LANE PHOENIX AZ,796,-112.1236,33.4270653,MARICOPA TOWERS - PHO,PHOENIX,MARICOPA,AZ,85009,9,PHO,PHO,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,11/23/99,11/20/91,1991,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,11/14/08,,2008 DEFICIENT,Yes,NO,NO,NO,No,,0
MEADESD,1400 MAIN STREET STURGIS SD,821,-103.51561,44.41452002,MEADE COUNTY,STURGIS,MEADE,SD,57785,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,11/3/08,4/28/97,1997,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Acceptable,Not Rated,7/8/08,,2007 DEFICIENT,Yes,NO,NO,NO,No,,0
MECKLN2,801 EAST FOURTH ST CHARLOTTE NC,823,-80.83669,35.22084398,MECKLENBURG COUNTY JAIL CENTRAL,CHARLOTTE,MECKLENBURG,NC,28202,4,ATL,CLT,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,YES,CORRECT CARE SOLUTIONS,COUNTY,COUNTY,6/11/03,NA,#VALUE!,NA,$109.70 ,,NOT INSPECTED,DMCP,Under 72,NDS,,No,Acceptable,,9/23/14,,2008 and 2009 DEFICIENT,Yes,YES,YES,NO,No,NONE,0
